  MONTH     DAY     YEAR     HOUR     TEMP     HUMID    SOLAR    WIND
       1       23       90      600     49.6   0.0067      1.4     4.09
       1       23       90      700     49.9   0.0071      1.2     4.53
       1       23       90      800     49.9   0.0076      9.9     3.47
       1       23       90      900     49.4 0.004361       67     5.79
       1       23       90     1000     51.7   0.0082    148.5     3.68
       1       23       90     1100       54   0.0087    222.2     7.38
       1       23       90     1200     58.5   0.0094    405.5     7.83
       1       23       90     1300     63.4   0.0083    429.9    10.97
       1       23       90     1400     66.2   0.0069    618.8    11.48
       1       23       90     1500     68.5    0.006    537.3    13.31
       1       23       90     1600     69.7   0.0054    347.4    10.23
       1       23       90     1700     69.7   0.0054     96.8     7.95
       1       23       90     1800     69.5   0.0052     32.3     6.54
       1       23       90     1900     68.2   0.0054     -0.2      5.4
       1       23       90     2000     66.5   0.0057     -0.1     1.43
       1       23       90     2100     65.4   0.0057      0.1     0.76
       1       23       90     2200     64.2   0.0059      0.4     0.05
       1       23       90     2300     64.2   0.0061      0.3     1.43
       1       24       90        0     62.3   0.0062      0.3     2.79
       1       24       90      100     63.5   0.0063      0.1     5.38
       1       24       90      200       60   0.0076      0.3     2.39
       1       24       90      300     60.5   0.0091      0.4     2.23
       1       24       90      400     60.2   0.0098      0.4     6.53
       1       24       90      500     57.3   0.0098      0.4     5.42
       1       24       90      600     57.8   0.0093      0.5     0.85
       1       24       90      700     57.5   0.0098      0.5     1.12
       1       24       90      800       57     0.01      1.7     5.88
       1       24       90      900     56.9 0.006678      7.7      5.8
       1       24       90     1000     57.3 0.007476     31.4     3.65
       1       24       90     1100     57.9  0.00809       56     2.92
       1       24       90     1200     59.1 0.008781     69.4     5.34
       1       24       90     1300     60.4  0.00784     58.9     3.67
       1       24       90     1400     60.6   0.0097       56     5.09
       1       24       90     1500     60.8 0.008515     30.6     6.43
       1       24       90     1600       59 0.007924     68.5     6.89
       1       24       90     1700     60.3 0.008246     52.6     4.88
       1       24       90     1800     60.8 0.009205       27     6.73
       1       24       90     1900     60.5 0.006911      0.3     4.14
       1       24       90     2000     59.3   0.0092      0.3     9.27
       1       24       90     2100     54.5   0.0035      0.6    12.81
       1       24       90     2200     52.6    0.003        1    13.07
       1       24       90     2300     51.6   0.0024        1    13.68
       1       25       90        0     50.5   0.0022      1.1    14.58
       1       25       90      100     48.8   0.0014      1.2    16.63
       1       25       90      200     46.8   0.0016      1.4    15.84
       1       25       90      300     44.2    0.002      1.5    15.69
       1       25       90      400     41.7   0.0023      1.7    15.73
       1       25       90      500     40.5   0.0024      1.8    14.41
       1       25       90      600     39.4   0.0024      1.8    12.23
       1       25       90      700     38.3   0.0026        2    12.46
       1       25       90      800       38   0.0026     21.4     11.7
       1       25       90      900       38   0.0026    177.8    11.64
       1       25       90     1000     39.9   0.0022    370.3    11.43
       1       25       90     1100     42.5   0.0019    539.2    10.93
       1       25       90     1200     45.1   0.0017    656.8     9.68
       1       25       90     1300     47.8   0.0012      711     8.12
       1       25       90     1400     49.9   0.0003    698.8    11.61
       1       25       90     1500     51.1   0.0006    611.4        9
       1       25       90     1600     51.9   0.0002      465     12.8
       1       25       90     1700     52.4   0.0003    271.7    11.94
       1       25       90     1800     52.1   0.0004     74.6     7.24
       1       25       90     1900     50.6   0.0006      1.4     2.01
       1       25       90     2000     49.6   0.0007      1.2     3.12
       1       25       90     2100     49.4   0.0007      1.2     4.01
       1       25       90     2200       49   0.0007      1.4     4.62
       1       25       90     2300     47.5   0.0013      1.2      5.8
       1       26       90        0     44.2    0.002      1.6     7.33
       1       26       90      100     43.5   0.0021      1.5     7.41
       1       26       90      200     43.5   0.0014      1.5     8.61
       1       26       90      300     41.9   0.0013      1.6     9.58
       1       26       90      400     41.6   0.0013      1.7     7.82
       1       26       90      500     40.9   0.0014      1.7     8.14
       1       26       90      600       40   0.0016      1.7     8.79
       1       26       90      700     39.4   0.0018        2     8.51
       1       26       90      800     39.4    0.002     21.9     8.09
       1       26       90      900     40.8   0.0022    178.3     9.17
       1       26       90     1000       46   0.0023    370.8     7.94
       1       26       90     1100     52.3   0.0015    541.2    11.35
       1       26       90     1200       56   0.0008    658.8    12.76
       1       26       90     1300     58.2   0.0003    715.4    13.67
       1       26       90     1400     59.9   0.0001    697.3    13.77
       1       26       90     1500     61.1 0.003788    611.9    14.46
       1       26       90     1600     61.6   0.0007    465.5    13.42
       1       26       90     1700     61.5   0.0015    273.2    14.26
       1       26       90     1800     59.8   0.0023     73.8    14.34
       1       26       90     1900     57.1    0.003      0.6     12.8
       1       26       90     2000     54.9   0.0036      0.5    14.64
       1       26       90     2100     53.8   0.0042      0.5    11.86
       1       26       90     2200     52.1   0.0046      0.6     8.66
       1       26       90     2300     50.8   0.0049      0.9     8.79
       1       27       90        0     51.1   0.0056      0.9     9.18
       1       27       90      100     52.3   0.0063      0.9    10.27
       1       27       90      200     51.3   0.0064      0.9    10.22
       1       27       90      300     50.7   0.0069        1     6.91
       1       27       90      400     50.4   0.0074      1.1     9.06
       1       27       90      500     50.2   0.0077      1.1     9.43
       1       27       90      600     51.3   0.0081      1.1     8.74
       1       27       90      700     51.4 0.005509        1     8.92
       1       27       90      800     52.5 0.005512     19.2    11.31
       1       27       90      900     53.8   0.0089    161.9     8.34
       1       27       90     1000     56.7   0.0093      342    10.34
       1       27       90     1100     62.1   0.0089    387.4    12.84
       1       27       90     1200     65.8   0.0079    439.6    14.89
       1       27       90     1300       68   0.0071    665.6    13.78
       1       27       90     1400     69.3   0.0065    582.2    12.05
       1       27       90     1500     70.2   0.0063    465.5     10.2
       1       27       90     1600     70.6   0.0064    356.7     9.99
       1       27       90     1700     69.5   0.0065    116.1     9.45
       1       27       90     1800     68.3    0.007     23.6     9.97
       1       27       90     1900     66.8   0.0071     -0.2     9.51
       1       27       90     2000     65.7   0.0078     -0.2     6.71
       1       27       90     2100     64.4   0.0085     -0.2     5.98
       1       27       90     2200     63.1   0.0089     -0.1     6.22
       1       27       90     2300       62   0.0093        0     6.15
       1       28       90        0       61   0.0098        0     5.14
       1       28       90      100     59.9    0.011      0.3      3.5
       1       28       90      200     59.2 0.008966      0.3     4.21
       1       28       90      300     58.6 0.006687      0.4     4.32
       1       28       90      400     52.4 0.006532      0.5     6.33
       1       28       90      500     47.8 0.005142      0.9     8.27
       1       28       90      600     46.1   0.0045      1.1     8.96
       1       28       90      700     45.1 0.004709      1.2     9.23
       1       28       90      800       45 0.004303      7.9     7.71
       1       28       90      900     44.6 0.004091     30.9     8.87
       1       28       90     1000     44.6 0.004258     66.8     9.46
       1       28       90     1100     44.6  0.00423     46.3     7.39
       1       28       90     1200     45.1 0.003857     85.1     7.55
       1       28       90     1300     45.1  0.00373     52.1     7.77
       1       28       90     1400     44.8 0.003898     35.5     8.66
       1       28       90     1500       44 0.003427     57.2     9.29
       1       28       90     1600     43.8 0.003569     40.6     9.24
       1       28       90     1700     42.7 0.003341     15.3     9.46
       1       28       90     1800     41.9 0.003207      5.9    10.84
       1       28       90     1900       42 0.003046      1.7     9.06
       1       28       90     2000     41.8 0.002964      1.6     9.46
       1       28       90     2100     41.6  0.00263      1.6    12.61
       1       28       90     2200     41.6 0.002577      1.6     9.32
       1       28       90     2300     41.5 0.002494      1.7     9.05
       1       29       90        0     39.5 0.003256      1.8      8.3
       1       29       90      100       39 0.003129        2      7.4
       1       29       90      200     38.7 0.003263      2.1     7.08
       1       29       90      300     37.6 0.003133      2.1     6.82
       1       29       90      400     36.5   0.0045      2.2     7.05
       1       29       90      500     34.9 0.002891      2.3     6.68
       1       29       90      600     33.9    0.004      2.5     6.19
       1       29       90      700     33.7   0.0037      2.5     5.11
       1       29       90      800     32.4   0.0036     25.3     5.45
       1       29       90      900     34.7   0.0032    189.5     5.19
       1       29       90     1000     39.6   0.0027    389.4      4.3
       1       29       90     1100     44.7   0.0024    563.1     1.77
       1       29       90     1200       49   0.0017    685.6     2.52
       1       29       90     1300     52.1   0.0011    742.7     1.57
       1       29       90     1400     53.4   0.0009    723.2     1.91
       1       29       90     1500     54.6   0.0008    637.3     3.27
       1       29       90     1600     54.8    0.001    492.3     5.15
       1       29       90     1700     55.4   0.0006    300.5     4.49
       1       29       90     1800     55.1   0.0008     89.9      3.8
       1       29       90     1900     52.9   0.0008      1.2     3.57
       1       29       90     2000       51    0.001      1.1     5.78
       1       29       90     2100     49.4   0.0014      1.2     5.96
       1       29       90     2200     47.8   0.0019      1.4     8.63
       1       29       90     2300     46.7   0.0025      1.5     8.82
       1       30       90        0       46   0.0029      1.5     9.64
       1       30       90      100     44.1   0.0031      1.6      9.2
       1       30       90      200     43.8   0.0029      1.7     8.11
       1       30       90      300     43.8   0.0033      1.6     8.04
       1       30       90      400     42.7   0.0034      1.7     5.91
       1       30       90      500     42.4   0.0035      1.8     4.82
       1       30       90      600     42.5   0.0036      1.8      4.4
       1       30       90      700     42.4    0.004      1.8     2.81
       1       30       90      800     41.9    0.004     27.5     6.87
       1       30       90      900     43.1   0.0044      148     5.95
       1       30       90     1000     47.3   0.0036      404     9.47
       1       30       90     1100       52   0.0029    432.3     7.41
       1       30       90     1200       56   0.0018    597.3     5.47
       1       30       90     1300     58.9   0.0013    735.4     3.57
       1       30       90     1400     62.9    0.001    711.5     2.39
       1       30       90     1500     64.6   0.0006    622.7     2.38
       1       30       90     1600       66   0.0006    491.9     2.38
       1       30       90     1700     66.3   0.0003    295.7     4.64
       1       30       90     1800     64.7   0.0009       78     5.18
       1       30       90     1900     61.6   0.0018      0.6     3.66
       1       30       90     2000     58.8    0.002      0.6     5.59
       1       30       90     2100     56.3    0.002      0.7     5.19
       1       30       90     2200     54.9   0.0024      0.9     3.76
       1       30       90     2300     53.2   0.0026        1     5.55
       1       31       90        0     52.6   0.0027      1.1     6.37
       1       31       90      100     52.6   0.0026        1     7.65
       1       31       90      200     49.4   0.0032      1.2     6.36
       1       31       90      300     49.4   0.0035      1.4     5.68
       1       31       90      400     46.9   0.0036      1.4     4.56
       1       31       90      500     45.2   0.0038      1.6     5.03
       1       31       90      600     46.8   0.0044      1.4     6.43
       1       31       90      700     46.2   0.0049      1.4     5.37
       1       31       90      800     46.3   0.0054      7.9     5.62
       1       31       90      900     48.4   0.0057     40.2     6.38
       1       31       90     1000     52.4   0.0058    123.9     6.63
       1       31       90     1100     56.5   0.0069    113.9     8.34
       1       31       90     1200     58.1   0.0079     93.8     9.66
       1       31       90     1300     59.3   0.0085     74.6        8
       1       31       90     1400     60.8   0.0094     85.1     9.85
       1       31       90     1500       62   0.0103    125.1    12.21
       1       31       90     1600     62.4   0.0115     48.7    10.67
       1       31       90     1700     62.5  0.00795     19.9    10.37
       1       31       90     1800     62.8 0.009095      4.7    10.19
       1       31       90     1900     63.8 0.009231      0.1    10.09
       1       31       90     2000     64.8 0.008917     -0.1     9.54
       1       31       90     2100     64.8 0.009139     -0.1     9.97
       1       31       90     2200     64.8 0.009122     -0.1     8.97
       1       31       90     2300     64.5 0.008695     -0.2     9.25
       2        1       90        0     63.4  0.01126     -0.1      6.8
       2        1       90      100     63.6 0.011686     -0.1        8
       2        1       90      200     64.5   0.0114        0     8.99
       2        1       90      300       65 0.012468        0     7.91
       2        1       90      400     64.8 0.012243     -0.1     8.47
       2        1       90      500     64.9 0.011992     -0.1     9.41
       2        1       90      600     65.3 0.012284     -0.1    10.61
       2        1       90      700     65.4 0.011611     -0.1    12.62
       2        1       90      800     66.1 0.011208      1.4    15.09
       2        1       90      900     57.6   0.0101       14    16.39
       2        1       90     1000     55.5 0.006526     40.2     8.39
       2        1       90     1100     56.2  0.00701       96      3.6
       2        1       90     1200     57.5  0.00601     88.5      3.4
       2        1       90     1300     57.6 0.006052    115.3     4.68
       2        1       90     1400     58.7  0.00637    369.4    12.17
       2        1       90     1500     61.8 0.006655    406.4    10.15
       2        1       90     1600     64.8   0.0119     77.7     4.61
       2        1       90     1700       63    0.012     16.2      3.4
       2        1       90     1800     61.3 0.009271      5.4     3.94
       2        1       90     1900     53.2 0.003157      0.4    23.94
       2        1       90     2000     53.3 0.005716      0.7     9.55
       2        1       90     2100     54.7    0.009      0.7     2.83
       2        1       90     2200     54.1   0.0089      0.6     3.36
       2        1       90     2300     52.9  0.00322      0.5     3.65
       2        2       90        0     53.1 0.007017      0.6     5.63
       2        2       90      100     53.1 0.006085      0.6     5.61
       2        2       90      200       53 0.005914      0.7     5.55
       2        2       90      300     52.6  0.00621      0.9     3.58
       2        2       90      400     51.4 0.005247      0.9     2.27
       2        2       90      500     50.6 0.004938        1     0.82
       2        2       90      600     48.6 0.004401        1     1.55
       2        2       90      700     47.8 0.004121      1.1     0.83
       2        2       90      800     47.7 0.004368     23.6     2.91
       2        2       90      900     49.3 0.004237    144.1     4.13
       2        2       90     1000     52.8 0.004761    223.4     4.61
       2        2       90     1100     55.1 0.004911    196.8     3.97
       2        2       90     1200     57.5 0.005311    207.3     3.03
       2        2       90     1300     62.1 0.006818    167.3     3.86
       2        2       90     1400     66.2 0.008424    151.4     3.95
       2        2       90     1500     69.7 0.009063    129.7     2.63
       2        2       90     1600     70.8 0.009377    163.4     2.15
       2        2       90     1700     73.1 0.009986    136.1     2.59
       2        2       90     1800     73.6 0.011291     33.1     3.42
       2        2       90     1900     73.8 0.014621        0     4.96
       2        2       90     2000     73.3 0.013436     -0.3     3.41
       2        2       90     2100     73.2 0.012893     -0.5     2.43
       2        2       90     2200     72.5 0.011599     -0.3     2.21
       2        2       90     2300     72.3 0.010869     -0.3     1.68
       2        3       90        0     72.2 0.014899     -0.2      1.7
       2        3       90      100     71.8 0.014677     -0.3     2.72
       2        3       90      200     71.8 0.015953     -0.2     3.24
       2        3       90      300     72.1 0.016387     -0.3     4.53
       2        3       90      400     71.9  0.01642     -0.3     4.41
       2        3       90      500     64.3 0.010942     -0.1    11.55
       2        3       90      600     59.5  0.00744      0.4    15.99
       2        3       90      700     56.6 0.005542      0.5    16.36
       2        3       90      800     52.1 0.005426      2.3    13.17
       2        3       90      900       51 0.005064     18.2    11.12
       2        3       90     1000     50.4 0.005097     48.2    10.16
       2        3       90     1100       51 0.004749     96.3     9.43
       2        3       90     1200     52.8   0.0083      188    11.96
       2        3       90     1300     54.2   0.0075    334.2    14.03
       2        3       90     1400     57.1   0.0068    655.4    16.18
       2        3       90     1500     55.8   0.0063    592.9    13.59
       2        3       90     1600     56.3   0.0059    480.1       14
       2        3       90     1700     55.5   0.0057    293.7    14.27
       2        3       90     1800     54.3   0.0057     88.7    11.26
       2        3       90     1900     52.4   0.0058      2.2     8.44
       2        3       90     2000     50.3    0.006      1.2     7.98
       2        3       90     2100     49.4   0.0057      1.4      7.8
       2        3       90     2200     47.6   0.0055      1.5        7
       2        3       90     2300       47   0.0051      1.5     7.38
       2        4       90        0     45.9    0.005      1.5     9.19
       2        4       90      100       46   0.0046      1.6    10.88
       2        4       90      200       45   0.0046      1.7     9.62
       2        4       90      300     43.4   0.0047      1.7     8.73
       2        4       90      400     42.4   0.0047        2     6.88
       2        4       90      500     41.3   0.0047        2     7.26
       2        4       90      600     40.9   0.0045      2.1     8.81
       2        4       90      700       41   0.0044      2.1     8.16
       2        4       90      800     40.8   0.0044     30.4     6.21
       2        4       90      900     42.4   0.0044    200.2     5.76
       2        4       90     1000     45.8   0.0043      404     7.96
       2        4       90     1100     50.1   0.0036    583.1     8.78
       2        4       90     1200     53.8   0.0027    706.1     8.42
       2        4       90     1300     56.3    0.002    764.7     9.13
       2        4       90     1400     58.3   0.0018    749.6     7.58
       2        4       90     1500     59.9   0.0015    663.7      7.6
       2        4       90     1600     61.1   0.0012    517.2      7.5
       2        4       90     1700     61.5   0.0012      321     6.35
       2        4       90     1800     59.7   0.0023    107.3     7.18
       2        4       90     1900     56.8    0.003      1.7     4.51
       2        4       90     2000     54.8   0.0027        1     3.86
       2        4       90     2100     53.3   0.0023      1.2     3.57
       2        4       90     2200     51.4   0.0024      1.2     3.98
       2        4       90     2300     50.4   0.0024      1.5     2.49
       2        5       90        0     50.8   0.0024      1.6     2.49
       2        5       90      100     50.4   0.0024      1.7     2.49
       2        5       90      200     50.1   0.0024      1.8      0.3
       2        5       90      300     48.4   0.0026      1.7     1.62
       2        5       90      400     47.4   0.0024      1.8     4.17
       2        5       90      500     45.6   0.0026      1.8     4.86
       2        5       90      600     41.9   0.0032        2      2.5
       2        5       90      700     41.5   0.0035      2.2     4.19
       2        5       90      800     40.6   0.0042     30.4     6.19
       2        5       90      900       43   0.0046    199.5     6.79
       2        5       90     1000     48.3   0.0051    399.6    12.04
       2        5       90     1100     53.2   0.0044    573.4    13.04
       2        5       90     1200     56.1   0.0039    692.5    11.03
       2        5       90     1300     58.5   0.0036    694.9    10.78
       2        5       90     1400       60   0.0035    611.4     9.22
       2        5       90     1500     60.9    0.004    551.4     8.86
       2        5       90     1600       61   0.0047      466     9.96
       2        5       90     1700     59.9   0.0051    231.2     9.67
       2        5       90     1800     58.6   0.0057     65.5    10.22
       2        5       90     1900     57.5   0.0061        1     9.15
       2        5       90     2000     56.4   0.0065      0.6      8.8
       2        5       90     2100     54.8   0.0069      0.7     8.89
       2        5       90     2200     53.8   0.0073      0.9     7.01
       2        5       90     2300     54.3   0.0078      0.9     7.63
       2        6       90        0     54.5   0.0081      0.7     8.36
       2        6       90      100     54.7   0.0086      0.9     7.78
       2        6       90      200     55.2   0.0091      0.9     2.39
       2        6       90      300     54.9 0.005579      0.7     2.37
       2        6       90      400       55 0.004695      0.7     1.09
       2        6       90      500     54.6 0.004985      0.7     2.44
       2        6       90      600     54.6 0.004398      0.7     0.69
       2        6       90      700       55 0.004453      0.7      2.8
       2        6       90      800     54.4 0.004298     15.8     3.83
       2        6       90      900     54.8 0.004522    110.7      4.1
       2        6       90     1000     57.1 0.004971    189.5     5.14
       2        6       90     1100     57.8 0.005254    160.5     6.32
       2        6       90     1200     60.6   0.0113    523.6     8.84
       2        6       90     1300     64.2   0.0093    431.8     7.64
       2        6       90     1400     67.3   0.0071    616.3     7.03
       2        6       90     1500     69.7   0.0043    621.2     7.17
       2        6       90     1600     70.7    0.004    468.4     5.68
       2        6       90     1700     70.7   0.0045    170.7     5.36
       2        6       90     1800     70.3   0.0046     45.8     2.05
       2        6       90     1900     69.3   0.0047      0.6     0.06
       2        6       90     2000     68.1   0.0048      0.3     0.15
       2        6       90     2100     66.7   0.0044      0.4     0.62
       2        6       90     2200     65.7   0.0036      0.4     0.49
       2        6       90     2300     64.4   0.0038      0.5     2.27
       2        7       90        0     62.7   0.0037      0.5     2.75
       2        7       90      100     60.4   0.0043      0.6     2.23
       2        7       90      200     58.5    0.005      0.7     2.35
       2        7       90      300     58.5   0.0051      0.7     1.62
       2        7       90      400     57.5   0.0045      0.9     2.52
       2        7       90      500     56.4   0.0047      0.9     3.54
       2        7       90      600       54   0.0055        1     1.53
       2        7       90      700       54   0.0054      1.1     0.82
       2        7       90      800     51.8   0.0056     21.4     2.99
       2        7       90      900     52.3   0.0064    205.1     3.56
       2        7       90     1000     56.8   0.0077    353.3     2.24
       2        7       90     1100     61.7   0.0086    449.9     2.48
       2        7       90     1200     66.6   0.0068    648.5     2.94
       2        7       90     1300     70.2   0.0038    711.5     3.72
       2        7       90     1400     71.3   0.0037    718.3      3.3
       2        7       90     1500     72.7   0.0021    530.4     3.81
       2        7       90     1600     72.5   0.0019    232.9     3.94
       2        7       90     1700     71.6   0.0033     86.8     4.82
       2        7       90     1800     70.4   0.0047     20.6     3.68
       2        7       90     1900     68.6   0.0059      0.4     4.08
       2        7       90     2000     67.5   0.0075      0.3     3.17
       2        7       90     2100     66.2    0.009      0.4     4.09
       2        7       90     2200       65   0.0116      0.4     4.96
       2        7       90     2300     64.2 0.006604      0.5     6.34
       2        8       90        0     63.9 0.010319      0.5      6.3
       2        8       90      100       64  0.00955      0.5     5.12
       2        8       90      200     63.6 0.010206      0.6     5.72
       2        8       90      300     63.5 0.009936      0.6     4.67
       2        8       90      400     63.3 0.010186      0.7      4.6
       2        8       90      500     63.3  0.00967      0.6     5.46
       2        8       90      600       63 0.010111      0.6        5
       2        8       90      700     63.1 0.009409      0.6      3.9
       2        8       90      800     63.4 0.008674      3.8     4.08
       2        8       90      900     63.7 0.008578     54.6     3.15
       2        8       90     1000     66.1 0.010005    115.8        6
       2        8       90     1100     67.9 0.010557    139.5     7.98
       2        8       90     1200     70.2  0.01076    299.6     7.17
       2        8       90     1300     72.5   0.0174    308.8     7.92
       2        8       90     1400     74.7   0.0162      506    10.02
       2        8       90     1500     76.4   0.0135    467.9     12.3
       2        8       90     1600     76.8    0.013    195.9    10.73
       2        8       90     1700     77.2   0.0129    136.3    11.24
       2        8       90     1800     77.1   0.0132     53.8    11.75
       2        8       90     1900     75.5   0.0142      0.5    10.74
       2        8       90     2000     73.8   0.0156     -0.2    10.33
       2        8       90     2100     72.5   0.0173     -0.1    11.18
       2        8       90     2200     72.6 0.014839     -0.1     9.69
       2        8       90     2300     72.7 0.014288     -0.1     9.01
       2        9       90        0     72.7 0.017239     -0.1     8.06
       2        9       90      100       72 0.016344        0     8.37
       2        9       90      200     72.3 0.016497        0     8.42
       2        9       90      300     72.9 0.016935     -0.1      9.1
       2        9       90      400     72.3  0.01613     -0.1    10.36
       2        9       90      500     71.7 0.016714     -0.1     9.73
       2        9       90      600     71.5 0.015947        0     9.34
       2        9       90      700     71.5 0.015648        0    10.67
       2        9       90      800     71.5 0.015523      7.7     8.95
       2        9       90      900     72.1 0.015186     24.8     8.35
       2        9       90     1000     72.5 0.016447     49.2        7
       2        9       90     1100       73 0.018459     39.9     7.16
       2        9       90     1200     73.5 0.018463     60.7     7.48
       2        9       90     1300     73.7   0.0181     63.6    10.64
       2        9       90     1400     73.6 0.017412     94.1    10.12
       2        9       90     1500     73.5 0.009565     58.9     7.41
       2        9       90     1600     74.9   0.0189      253     9.15
       2        9       90     1700     76.6   0.0198    110.7     7.41
       2        9       90     1800     67.6   0.0139      6.7    15.51
       2        9       90     1900     61.1 0.008073      0.4    13.29
       2        9       90     2000     59.3 0.006865      0.6    14.89
       2        9       90     2100       59 0.005965      0.7    14.32
       2        9       90     2200     58.8 0.006257      0.5     9.27
       2        9       90     2300     58.1 0.004797        1     3.75
       2       10       90        0     57.5 0.006485      1.1     6.68
       2       10       90      100     57.1 0.007615      1.1     7.26
       2       10       90      200     56.1 0.006179      1.1     7.57
       2       10       90      300     55.3 0.006983      1.2     4.53
       2       10       90      400     54.3 0.005736      1.4     5.09
       2       10       90      500     52.9 0.005016      1.4     6.15
       2       10       90      600     51.5 0.005161      1.5     6.35
       2       10       90      700     50.1 0.004837      1.6     8.12
       2       10       90      800     48.9 0.004499       37     7.06
       2       10       90      900     49.9   0.0071      212     7.37
       2       10       90     1000     52.6   0.0058    414.7     6.53
       2       10       90     1100     55.5   0.0055    589.5      6.1
       2       10       90     1200     58.3   0.0046      713     5.74
       2       10       90     1300     60.6   0.0037    768.6     7.82
       2       10       90     1400     62.7   0.0038      754     6.85
       2       10       90     1500     64.2   0.0036    669.5     6.62
       2       10       90     1600     65.6   0.0035    521.1     5.13
       2       10       90     1700     66.2   0.0029    324.9      6.2
       2       10       90     1800     65.6   0.0025    114.8      4.9
       2       10       90     1900     63.3   0.0036      2.8     2.87
       2       10       90     2000     61.6   0.0035      0.9     2.62
       2       10       90     2100     60.4   0.0034        1      0.8
       2       10       90     2200     58.6   0.0033      1.2     2.93
       2       10       90     2300     57.4   0.0033      1.2     2.07
       2       11       90        0     56.2   0.0031      1.4     2.92
       2       11       90      100     57.4    0.003      1.4     6.55
       2       11       90      200     56.3   0.0032      1.2     8.15
       2       11       90      300     56.5   0.0032      1.2     5.93
       2       11       90      400     52.1   0.0044      1.5     4.92
       2       11       90      500       53   0.0042      1.5     7.18
       2       11       90      600     53.9   0.0044      1.4     6.29
       2       11       90      700     51.6   0.0044      1.6     1.46
       2       11       90      800     48.9   0.0045     36.7     1.46
       2       11       90      900     50.2   0.0044    209.5     3.59
       2       11       90     1000       55    0.004    413.3     5.77
       2       11       90     1100     60.3   0.0043    576.8     6.43
       2       11       90     1200     64.5   0.0046      713     7.57
       2       11       90     1300     67.3   0.0043    769.6     4.13
       2       11       90     1400     70.2   0.0033    754.4      4.1
       2       11       90     1500     71.9   0.0029      669     2.65
       2       11       90     1600     72.5   0.0027    522.1      2.4
       2       11       90     1700       73   0.0026    324.5     2.18
       2       11       90     1800     72.8   0.0028    113.1      2.6
       2       11       90     1900     71.4   0.0034      2.2     3.73
       2       11       90     2000     68.8   0.0041      0.3     5.72
       2       11       90     2100     67.5   0.0041      0.5     5.58
       2       11       90     2200     65.7   0.0043      0.5     4.23
       2       11       90     2300     65.3   0.0045      0.6     4.67
       2       12       90        0     64.9   0.0045      0.6     7.42
       2       12       90      100     62.8    0.005      0.5     8.05
       2       12       90      200       61   0.0057      0.4     7.48
       2       12       90      300       60   0.0057      0.6     7.49
       2       12       90      400     59.1    0.006        1     7.96
       2       12       90      500     57.9   0.0067        1     6.73
       2       12       90      600     57.2   0.0082      1.1     6.81
       2       12       90      700     55.8   0.0096      1.1     6.92
       2       12       90      800       56 0.006732     40.2     6.64
       2       12       90      900     55.2 0.005238      209     8.61
       2       12       90     1000     56.3 0.004871    271.7     5.68
       2       12       90     1100       60 0.004403    536.8     6.66
       2       12       90     1200     67.2   0.0095      712     9.16
       2       12       90     1300     70.7   0.0071    768.6    11.53
       2       12       90     1400     73.6   0.0052    754.9    12.47
       2       12       90     1500     74.8   0.0052      669    12.55
       2       12       90     1600     75.1   0.0048    521.6    11.58
       2       12       90     1700       75   0.0048    332.8    11.99
       2       12       90     1800     73.7   0.0043    113.4    11.78
       2       12       90     1900     71.3    0.004        1    13.86
       2       12       90     2000     68.4   0.0054        0     9.89
       2       12       90     2100     65.7   0.0067      0.4     8.88
       2       12       90     2200       63   0.0079      0.5     5.76
       2       12       90     2300     60.7   0.0085      0.6     7.18
       2       13       90        0     59.9   0.0095      0.7     7.11
       2       13       90      100     60.1   0.0103      0.7    10.35
       2       13       90      200     59.8    0.011      0.9     8.43
       2       13       90      300     59.4  0.00826      0.9     6.93
       2       13       90      400     59.6  0.00823      0.7     9.43
       2       13       90      500     59.7 0.007961      0.7      8.7
       2       13       90      600     59.6 0.007704      0.7     7.85
       2       13       90      700     59.5 0.007096      1.1     4.81
       2       13       90      800       59 0.006195     23.1     5.09
       2       13       90      900     60.9 0.007865    217.6     8.12
       2       13       90     1000     64.6   0.0132    272.2    11.79
       2       13       90     1100     67.2    0.013    370.3    12.01
       2       13       90     1200     69.7   0.0108    412.8    15.07
       2       13       90     1300     71.8   0.0095    453.3     13.4
       2       13       90     1400     73.5   0.0085    385.5    14.89
       2       13       90     1500     75.1    0.008      548    14.98
       2       13       90     1600     75.4    0.008    412.3    13.38
       2       13       90     1700     74.4   0.0078    241.2    14.51
       2       13       90     1800     72.5   0.0086       76    13.41
       2       13       90     1900     70.6    0.009      1.2    10.01
       2       13       90     2000     69.7   0.0095      0.1    11.37
       2       13       90     2100     68.4     0.01      0.1      7.9
       2       13       90     2200     67.3   0.0106      0.3     8.24
       2       13       90     2300     65.7    0.012      0.4     7.94
       2       14       90        0     65.6   0.0136      0.4     7.46
       2       14       90      100     66.3  0.01254      0.4     7.41
       2       14       90      200     66.8 0.012147      0.4     6.42
       2       14       90      300     66.5  0.01192      0.4     6.47
       2       14       90      400     66.5 0.012321      0.4     7.18
       2       14       90      500       67 0.012791      0.4     6.67
       2       14       90      600     67.7 0.013007      0.3     6.93
       2       14       90      700     67.8    0.013      0.4     7.21
       2       14       90      800     67.7 0.012274     13.6     7.94
       2       14       90      900     68.6 0.012173     56.5     8.61
       2       14       90     1000     69.7 0.012931    118.5     9.28
       2       14       90     1100       71   0.0165     97.7    10.06
       2       14       90     1200     71.2   0.0166     64.1     6.85
